namespace,title,raw_content,created_at,updated_at 
Technology,dojo,"== Headline ==

A toolkit for [[Language:JavaScript]] programming

== Metadata ==

* [[sameAs::http://dojotoolkit.org/]]
* [[uses::Language:JavaScript]]
* ",2013-06-12 15:02:11.105,2017-07-04 13:47:32.990466
Technology,com.apple.eawt,"== Headline ==

Java extensions by Apple

== Metadata ==

* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::https://developer.apple.com/library/mac/documentation/Java/Reference/1.5.0/appledoc/api/com/apple/eawt/package-summary.html]]
* ",2013-06-12 15:02:10.017,2017-07-04 13:47:32.931406
Technology,com.sun.image.codec.jpeg,"== Headline ==

Classes for encoding and decoding [[Language:JPEG]] images

== Metadata ==

* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/1.5.0/docs/guide/2d/api-jpeg/com/sun/image/codec/jpeg/package-summary.html]]
* ",2013-06-12 15:02:10.289,2017-07-04 13:47:32.95021
Technology,java.io,"== Headline ==

Java's I/O framework

== Metadata ==

* [[instanceOf::Framework]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/io/package-summary.html]]
* ",2013-06-12 15:02:13.496,2017-07-04 13:47:33.108697
Technology,csc.exe,"== Intent ==
The [[:Language:CSharp|C#]] compiler as part of the [[:Technology:.NET|.NET]] Framework



== Metadata ==
* [[instanceOf::Compiler]]
* ",2013-06-12 15:02:10.547,2017-07-04 13:47:32.962829
Technology,dirname,"== Headline ==

A standard UNIX program for filename processing

== Details ==

See also [[Technology:basename]].

== Metadata ==
* [[instanceOf::Technology]]
* [[sameAs::http://en.wikipedia.org/wiki/Dirname]]
* ",2013-06-12 15:02:10.849,2017-07-04 13:47:32.978076
Technology,dom4j,"== Intent ==

an [[API|API]] ([[API implementation|implementation]]) for tree-based XML processing

== Links ==

* [http://dom4j.sourceforge.net/ sourceforge]



== Metadata ==
* [[instanceOf::API implementation]]
* ",2013-06-12 15:02:11.381,2017-07-04 13:47:33.010363
Technology,eRuby,"== Headline ==

a templating engine that embeds [[Language:Ruby]] into a text document.




== Metadata ==
* [[instanceOf::Templating engine]]
* ",2013-06-12 15:02:11.656,2017-07-04 13:47:33.021428
Technology,fcs.exe,"== Intent ==

The [[:Language:FSharp|F#]] compiler as part of the [[:Technology:.NET|.NET]] Framework



== Metadata ==
* [[instanceOf::Compiler]]
* ",2013-06-12 15:02:11.923,2017-07-04 13:47:33.032605
Technology,gnu.regexp,"== Headline ==

a Java library for regular expression matching

== Metadata ==
* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::http://nlp.stanford.edu/nlp/javadoc/gnu-regexp-docs/]]
* [[relatesTo::http://nlp.stanford.edu/nlp/javadoc/gnu-regexp-docs/api/index.html]]
* ",2013-06-12 15:02:12.313,2017-07-04 13:47:33.048529
Technology,gzip,"== Headline ==

A compression and decompression technology

== Details ==

[[Language:gzip]] is also the name of a format (language) for compression and decompression.

== Metadata ==
* [[instanceOf::Technology]]
* [[sameAs::http://en.wikipedia.org/wiki/Gzip]]
* ",2013-06-12 15:02:12.632,2017-07-04 13:47:33.064007
Technology,iText,"== Headline ==

a library for creation and manipulation of PDF documents

== Description ==

iText is available in [[Language:Java]] as well as in [[Language:CSharp|C#]].

== Metadata ==
* [[instanceOf::Library]]
* [[sameAs::http://itextpdf.com/]]
* ",2013-06-12 15:02:12.937,2017-07-04 13:47:33.080321
Technology,java.lang,"== Headline ==

the fundamental Java library


== Metadata ==
* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/lang/package-summary.html]]
* ",2013-06-12 15:02:13.806,2017-07-04 13:47:33.122795
Technology,java.lang.management,"== Headline ==

the API for monitoring and managing the JVM and other components in the Java runtime

== Metadata ==
* [[instanceOf::API]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/lang/management/package-summary.html]]
* ",2013-06-12 15:02:14.134,2017-07-04 13:47:33.138047
Technology,java.lang.ref,"== Headline ==

the Java library for reference objects for interaction with the garbage collector

== Metadata ==
* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/lang/ref/package-summary.html]]
* ",2013-06-12 15:02:14.522,2017-07-04 13:47:33.153624
Technology,java.lang.reflect,"== Headline ==

Java's [[reflection]] API

== Metadata ==

* [[instanceOf::API]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/lang/reflect/package-summary.html]]
* [[relatesTo::https://github.com/101companies/101repo/tree/master/technologies/Java_platform/samples/javaReflectionSamples]]
* ",2013-06-12 15:02:14.837,2017-07-04 13:47:33.170653
Technology,java.util.jar,"== Headline ==

Java library for the JAR format

== Metadata ==

* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/util/jar/package-summary.html]]
* ",2013-06-12 15:02:17.663,2017-07-04 13:47:33.342143
Technology,java.math,"== Headline ==

Java library for arbitrary precision arithmetic

== Metadata ==

* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/math/package-summary.html]]
* ",2013-06-12 15:02:15.099,2017-07-04 13:47:33.185581
Theme,Haskell genericity,"== Headline ==

Varying [[generic programming]] approaches in [[Language:Haskell|]]

== Description ==

There are different classes of [[generic programming]]. The present theme is concerned with the class of generic programming that involves data type-polymorphic functions such that the functions can be applied to data of different types as, for example, in the case of the ""[[Scrap your boilerplate]]"" style of generic programming. The present theme is focused on different generic programming styles as they exist for [[Language:Haskell]]. Certain [[Namespace:Feature|features]] of the [[system:Company]] are particularly relevant for the present theme. These are the features for cutting and totaling salaries as they illustrate the need for data transformations and queries that may need to fully traverse compound data while only some details of such data (i.e., salaries) are conceptually relevant. Thus, [[Feature:Total]] and [[Feature:Cut]] make up the baseline set of features to be covered by any member contribution of this theme.

These are the members of the theme:

* [[Contribution:haskellSyb|haskellSyb]]: ""[[Scrap your boilerplate]]"" style
* [[Contribution:strafunski|strafunski]]: [[Strategic programming]]
* [[Contribution:haskellTree|haskellTree]]: [[Rose tree]]s for representation
* [[Contribution:tabaluga|tabaluga]]: [[Fold]]s for systems of data types

== Relationships ==

* See [[Theme:Scrap your boilerplate]] for a specific style of generic programming with Haskell coverage.

== Metadata ==


* [[relatesTo::Feature:Total]]
* [[relatesTo::Feature:Cut]]
*

",2013-06-12 15:02:25.52,2017-07-04 13:47:33.867331
Technology,java.net,"== Headline ==

Java's framework for networking applications

== Description ==

See also the package [[Java:javax.net]].

== Metadata ==

* [[instanceOf::Framework]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/net/package-summary.html]]
* ",2013-06-12 15:02:15.377,2017-07-04 13:47:33.20457
Technology,java.nio,"== Headline ==

A supplement of the Java package [[Java:java.io]]

== Metadata ==

* [[instanceOf::framework]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/nio/package-summary.html]]
* ",2013-06-12 15:02:15.655,2017-07-04 13:47:33.220829
Technology,java.rmi,"== Headline ==

The Java framework for [[RMI]]

== Metadata ==

* [[instanceOf::Framework]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/6/docs/api/java/rmi/package-summary.html]]
*

",2013-06-12 15:02:15.916,2017-07-04 13:47:33.2369
Technology,java.sql,"== Headline ==

The Java API for accessing and processing data stored in a data source

== Metadata ==

* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/sql/package-summary.html]]
* ",2013-06-12 15:02:16.186,2017-07-04 13:47:33.252524
Theme,Haskell introduction,"== Headline ==

Introductory [[Language:Haskell|]]-based contributions

== Description ==

This theme collects the following relatively basic Haskell-based contributions:

* [[Contribution:haskellStarter|]]: Basics of functional programming
* [[Contribution:haskellEngineer|]]: Basics of software engineering
* [[Contribution:haskellList|]]: List processing with [[Map function|map]] and friends
* [[Contribution:haskellProfessional|]]: Idiomatic code for many features
* [[Contribution:haskellLambda|]]: [[Anonymous function]]s
* [[Contribution:haskellComposition|]]: Recursive [[algebraic data type]]s
* [[Contribution:haskellVariation|]]: Multiple [[constructor]]s per type
* [[Contribution:haskellMonoid|]]: Queries in [[Monoid|monoidal style]]
* [[Contribution:haskellLogging|]]: Logging in non-[[Monad|monadic]] style
* [[Contribution:haskellWriter|]]: Logging in [[Monad|monadic style]]
* [[Contribution:haskellParsec|]]: Parsing with the [[Technology:Parsec|]] library
* [[Contribution:haskellSyb|]]: Generic programming à la [[SYB]] style

== Relationships ==

There are further themes with Haskell-based contributions:
* [[Theme:Haskell potpourri]]: more advanced and diverse coverage of the Haskell ecosystem.
* [[Theme:Haskell data]]: mostly simply variations on data modeling in Haskell.
* [[Theme:Haskell genericity]]: different styles of generic functional programming in Haskell.

== Metadata ==
*

",2013-06-12 15:02:25.919,2017-07-04 13:47:33.932846
Technology,java.util,"== Headline ==

Miscellaneous Java libraries

== Description ==

java.util consists of the following sub-APIs:
* [[Technology:Java collections|Java's collection framework]]
* [[Technology:Java events|Java's event framework]]
* [[Technology:Java misc|""the rest of java.util""]]

== Metadata ==

* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/util/package-summary.html]]
* ",2013-06-12 15:02:16.836,2017-07-04 13:47:33.292607
Technology,java.util.Scanner,"== Intent ==

a library for scanning text in [[Language:Java]]

== Metadata ==
* [[instanceOf::Library]]
* [[sameAs::http://download.oracle.com/javase/1.5.0/docs/api/java/util/Scanner.html]]
* ",2013-06-12 15:02:17.142,2017-07-04 13:47:33.306601
Technology,java.util.concurrent,"== Headline ==

Java library for concurrent programming

== Metadata ==

* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/util/concurrent/package-summary.html]]
* ",2013-06-12 15:02:17.403,2017-07-04 13:47:33.326473
Technology,java.util.logging,"== Headline ==

Java's core logging facilities

== Metadata ==

* [[instanceOf::Framework]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/util/logging/package-summary.html]]
* ",2013-06-12 15:02:17.917,2017-07-04 13:47:33.356756
Technology,java.util.regex,"== Headline ==

A Java library for regular expression matching

== Metadata ==

* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/util/regex/package-summary.html]]
* ",2013-06-12 15:02:18.174,2017-07-04 13:47:33.371419
Technology,java.util.zip,"== Headline ==

Java library for zip and gzip file formats

== Metadata ==

* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/java/util/zip/package-summary.html]]
* ",2013-06-12 15:02:18.436,2017-07-04 13:47:33.38615
Technology,javax.imageio,"== Headline ==

The Java Image I/O API

== Metadata ==

* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* ",2013-06-12 15:02:18.988,2017-07-04 13:47:33.423136
Vocabulary,Functional programming,"== Headline ==

[[Functional programming]] concepts

",2013-06-12 15:02:31.34,2017-07-04 13:47:34.408174
Technology,javax.jnlp,"== Headline ==

a framework starting applications over the web

== Description ==

This implementation also goes by the name ""Java Web Start"".

See also the [[Language:JNLP]] language for some background.

== Metadata ==
* [[instanceOf::Framework]]
* [[sameAs::http://en.wikipedia.org/wiki/Java_Web_Start]]
* [[relatesTo::http://docs.oracle.com/javase/7/docs/jre/api/javaws/jnlp/]]
* ",2013-06-12 15:02:19.382,2017-07-04 13:47:33.441916
Technology,javax.net,"== Headline ==

Classes for Java networking applications

== Details ==

See also the package [[Technology:java.net]].

== Metadata ==

* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::http://docs.oracle.com/javase/7/docs/api/javax/net/package-summary.html]]
* ",2013-06-12 15:02:19.651,2017-07-04 13:47:33.461429
Technology,javax.servlet,"== Headline ==

The servlet framework

== Metadata ==

* [[sameAs::http://docs.oracle.com/javaee/6/api/javax/servlet/package-summary.html]]
* [[instanceOf::Framework]]
* [[instanceOf::Java package]]
* ",2013-06-12 15:02:19.91,2017-07-04 13:47:33.475817
Technology,log4j,"== Headline ==

the Apache framework for logging in Java

== Metadata ==
* [[instanceOf::Framework]]
* [[sameAs::http://logging.apache.org/log4j/]]
* ",2013-06-12 15:02:20.22,2017-07-04 13:47:33.48713
Vocabulary,Haskell,"== Headline ==

[[Language:Haskell|]] concepts

",2013-06-12 15:02:31.603,2017-07-04 13:47:34.413425
Technology,Make,"== Headline ==

A build automation tool

== Details ==

''make'' is de-facto a name that could refer to different implementations.

One popular implementation of ''make'' is [[Technology:GNU make]].

== Metadata ==

* [[instanceOf::Build tool]]
* [[sameAs::http://en.wikipedia.org/wiki/Make (software)]]

",2013-06-12 15:02:20.531,2017-07-04 13:47:33.504048
Technology,megalib,"== Intent ==

megalib - php library to deal with strings, graphs, patterns, rdf, source code, etc.

== Metadata ==
* [[sameAs::https://github.com/megaplanet/megalib megaplanet/megalib]]
* ",2013-06-12 15:02:20.81,2017-07-04 13:47:33.513715
Technology,nginx,"== Headline ==

Web server
== Metadata ==

* [[instanceOf::Web server]]

",2013-06-12 15:02:21.091,2017-07-04 13:47:33.522659
Technology,org.htmlparser,"== Headline ==

An API for HTML parsing

== Metadata ==

* [[sameAs::http://htmlparser.sourceforge.net/javadoc/org/htmlparser/package-summary.html]]
* [[instanceOf::API]]
* ",2013-06-12 15:02:21.355,2017-07-04 13:47:33.533896
Technology,org.syntax.jedit,"== Headline ==

a syntax highlighting JavaBean

== Metadata ==
* [[instanceOf::Syntax highlighter]]
* [[sameAs::http://syntax.jedit.org/]]
* ",2013-06-12 15:02:21.666,2017-07-04 13:47:33.545039
Technology,sun.misc,"== Headline ==

a package private to Sun

== Metadata ==
* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* ",2013-06-12 15:02:22.264,2017-07-04 13:47:33.570439
